season,episode,overall_episode,speaker,num_words
5,4,69,Jim,243
5,4,69,Phyllis,202
5,4,69,Pam,148
5,4,69,Andy,83
5,4,69,Darryl,67
5,4,69,Oscar,50
5,4,69,Angela,45
5,4,69,Roy,44
5,4,69,David Wallace,41
5,4,69,Kevin,35
5,4,69,Creed,25
5,4,69,Stanley,8
5,5,70,TOTAL,4172
5,5,70,Michael,963
5,5,70,Andy,578
5,5,70,Holly,507
5,5,70,Darryl,468
5,5,70,Dwight,427
5,5,70,Pam,303
5,5,70,Jim,231
5,5,70,Pete,141
5,5,70,Oscar,81
5,5,70,Kelly,63
5,5,70,Angela,61
5,5,70,Phyllis,52
5,5,70,Kevin,44
5,5,70,Ryan,26
5,5,70,Meredith,21
5,5,70,Creed,17
5,5,70,Stanley,1
5,6,71,TOTAL,4502
5,6,71,Dwight,1111
5,6,71,Michael,955
5,6,71,Jim,901
5,6,71,Andy,362
5,6,71,Pam,317
5,6,71,Kelly,246
5,6,71,Ryan,100
5,6,71,Angela,88
5,6,71,Phyllis,39
5,6,71,Stanley,32
5,6,71,Darryl,26
5,6,71,Kevin,11
5,6,71,Meredith,11
5,7,72,TOTAL,3077
5,7,72,Michael,1036
5,7,72,Andy,593
5,7,72,Oscar,249
5,7,72,Pam,184
5,7,72,Jim,163
5,7,72,Ryan,157
5,7,72,Kelly,147
5,7,72,David Wallace,145
5,7,72,Dwight,145
5,7,72,Angela,27
5,7,72,Meredith,26
5,7,72,Creed,14
5,7,72,Kevin,12
5,7,72,Stanley,12
5,7,72,Phyllis,7
5,8,73,TOTAL,3269
5,8,73,Michael,1030
5,8,73,Dwight,566
5,8,73,Jim,522
5,8,73,Ryan,252
5,8,73,Pam,217
5,8,73,Toby,195
5,8,73,David,73
5,8,73,Andy,67
5,8,73,Oscar,57
5,8,73,Kelly,53
5,8,73,Creed,29
5,8,73,Kevin,21
5,8,73,Angela,20
5,8,73,Phyllis,14
5,8,73,Meredith,11
5,9,74,TOTAL,3144
5,9,74,Michael,1071
5,9,74,Dwight,422
5,9,74,Pam,419
5,9,74,Oscar,392
5,9,74,Jim,216
5,9,74,Andy,209
5,9,74,Angela,156
5,9,74,David,48
5,9,74,Toby,27
5,9,74,Kevin,20
5,9,74,Stanley,15
5,9,74,Meredith,10
5,9,74,Kelly,9
5,9,74,Creed,5
5,9,74,Phyllis,3
5,10,75,TOTAL,2915
5,10,75,Michael,978
5,10,75,Dwight,378
5,10,75,Phyllis,290
5,10,75,Meredith,289
5,10,75,Andy,244
5,10,75,Toby,202
5,10,75,Jim,180
5,10,75,Angela,138
5,10,75,Kevin,45
5,10,75,Pam,40
5,10,75,Oscar,33
5,10,75,Darryl,31
5,10,75,Stanley,22
5,10,75,Creed,8
5,10,75,Kelly,8
5,11,76,TOTAL,2933
5,11,76,Dwight,724
5,11,76,Michael,687
5,11,76,Andy,524
5,11,76,Jim,260
5,11,76,Angela,222
5,11,76,David,153
5,11,76,Pam,100
5,11,76,Oscar,92
5,11,76,Kevin,74
5,11,76,Meredith,48
5,11,76,Kelly,22
5,11,76,Phyllis,14
5,11,76,Stanley,6
5,11,76,Creed,4
5,12,77,TOTAL,3020
5,12,77,Michael,953
5,12,77,Dwight,841
5,12,77,Jim,299
5,12,77,David,143
5,12,77,Kevin,141
5,12,77,Stanley,86
5,12,77,Andy,70
5,12,77,Oscar,67
5,12,77,Pam,52
5,12,77,Angela,51
5,12,77,Kelly,44
5,12,77,Phyllis,16
5,12,77,Meredith,9
5,12,77,Creed,3
5,13,78,TOTAL,5367
5,13,78,Michael,2061
5,13,78,Dwight,977
5,13,78,Pam,470
5,13,78,Andy,355
5,13,78,Jim,268
5,13,78,Stanley,210
5,13,78,Angela,139
5,13,78,David Wallace,91
5,13,78,Oscar,81
5,13,78,Kevin,71
5,13,78,Phyllis,67
5,13,78,Darryl,48
5,13,78,Kelly,44
5,13,78,Meredith,43
5,13,78,Creed,28
5,13,78,David,12
5,14,79,TOTAL,3062
5,14,79,Michael,1181
5,14,79,Andy,500
5,14,79,Jim,321
5,14,79,Dwight,265
5,14,79,Pam,265
5,14,79,Karen,161
5,14,79,Kelly,103
5,14,79,Stanley,71
5,14,79,Creed,59
5,14,79,Phyllis,14
5,14,79,Oscar,9
5,15,80,TOTAL,2727
5,15,80,Michael,663
5,15,80,Pam,397
5,15,80,Angela,359
5,15,80,Jim,357
5,15,80,Dwight,345
5,15,80,Kelly,204
5,15,80,Kevin,125
5,15,80,Oscar,90
5,15,80,Meredith,34
5,15,80,Stanley,19
5,15,80,Creed,15
5,15,80,Karen,10
5,15,80,Phyllis,4
5,16,81,TOTAL,3088
5,16,81,Michael,1282
5,16,81,Dwight,331
5,16,81,Pam,278
5,16,81,Jim,221
5,16,81,Kevin,188
5,16,81,Oscar,128
5,16,81,Phyllis,95
5,16,81,Kelly,86
5,16,81,Angela,67
5,16,81,Meredith,34
5,16,81,Stanley,34
5,17,82,TOTAL,3540
5,17,82,Michael,1554
5,17,82,Dwight,577
5,17,82,Jim,413
5,17,82,David,323
5,17,82,Pam,290
5,17,82,Andy,158
5,17,82,Kevin,119
5,17,82,Darryl,27
5,17,82,Oscar,27
5,17,82,Stanley,18
5,17,82,Creed,6
5,18,83,TOTAL,3413
5,18,83,Michael,1582
5,18,83,Charles,556
5,18,83,Jim,434
5,18,83,Dwight,231
5,18,83,Pam,146
5,18,83,David,144
5,18,83,Angela,84
5,18,83,Kelly,58
5,18,83,Andy,42
5,18,83,Kevin,32
5,18,83,Phyllis,19
5,18,83,Creed,18
5,18,83,Stanley,13
5,18,83,Oscar,8
5,18,83,Meredith,5
5,19,84,TOTAL,2828
5,19,84,Michael,1109
5,19,84,Pam,348
5,19,84,Charles,258
5,19,84,Jim,215
5,19,84,Oscar,171
5,19,84,Andy,124
5,19,84,Dwight,113
5,19,84,Kevin,108
5,19,84,Angela,92
5,19,84,Kelly,76
5,19,84,Stanley,41
5,19,84,Toby,34
5,19,84,Phyllis,16
5,19,84,Meredith,11
5,19,84,Creed,10
5,20,85,TOTAL,3166
5,20,85,Michael,1309
5,20,85,Pam,575
5,20,85,Charles,340
5,20,85,Jim,261
5,20,85,Andy,125
5,20,85,Dwight,117
5,20,85,Kevin,96
5,20,85,Ryan,70
5,20,85,Stanley,25
5,20,85,Phyllis,16
5,20,85,Angela,12
5,20,85,Kelly,9
5,20,85,Creed,5
5,20,85,Oscar,2
5,21,86,TOTAL,2823
5,21,86,Michael,820
5,21,86,Pam,458
5,21,86,Dwight,339
5,21,86,Jim,308
5,21,86,Ryan,300
5,21,86,Andy,140
5,21,86,Charles,126
5,21,86,Toby,77
5,21,86,Erin,72
5,21,86,Kelly,43
5,21,86,Oscar,31
5,21,86,Creed,30
5,21,86,Stanley,22
5,21,86,Kevin,13
5,21,86,Meredith,6
5,21,86,Phyllis,3
5,22,87,TOTAL,3376
5,22,87,Michael,1241
5,22,87,Dwight,918
5,22,87,Andy,381
5,22,87,Jim,318
5,22,87,Pam,172
5,22,87,Charles,151
5,22,87,Ryan,48
5,22,87,Phyllis,31
5,22,87,Stanley,9
5,22,87,Kevin,6
5,22,87,Kelly,2
5,23,88,TOTAL,2960
5,23,88,Michael,912
5,23,88,David,403
5,23,88,Charles,321
5,23,88,Pam,311
5,23,88,Dwight,306
5,23,88,Jim,291
5,23,88,Ryan,181
5,23,88,Andy,46
5,23,88,Angela,31
5,23,88,Phyllis,18
5,23,88,David Wallace,12
5,23,88,Stanley,12
5,23,88,Kelly,2
5,23,88,Erin,1
5,23,88,Kevin,1
5,24,89,TOTAL,3330
5,24,89,Michael,1306
5,24,89,Dwight,525
5,24,89,Jim,270
5,24,89,Ryan,177
5,24,89,Pam,176
5,24,89,Toby,172
5,24,89,Phyllis,142
5,24,89,Andy,97
5,24,89,Meredith,90
5,24,89,Creed,78
5,24,89,Kevin,73
5,24,89,Angela,64
5,24,89,Stanley,63
5,24,89,Erin,33
5,24,89,Oscar,32
5,24,89,Kelly,22
5,24,89,Darryl,10
5,25,90,TOTAL,3083
5,25,90,Michael,1221
5,25,90,Dwight,543
5,25,90,Erin,164
5,25,90,Phyllis,159
5,25,90,Angela,158
5,25,90,Jim,156
5,25,90,Kevin,125
5,25,90,Pam,123
5,25,90,Andy,119
5,25,90,Kelly,78
5,25,90,Oscar,43
5,25,90,Ryan,34
5,25,90,Creed,30
5,25,90,Stanley,20
5,25,90,Meredith,7
5,26,91,TOTAL,2967
5,26,91,Michael,658
5,26,91,Dwight,515
5,26,91,Jim,368
5,26,91,Holly,357
5,26,91,David,211
5,26,91,Pam,195
5,26,91,Charles,125
5,26,91,Andy,104
5,26,91,Erin,41
5,26,91,Kevin,30
5,26,91,Angela,21
5,26,91,Phyllis,21
5,26,91,Stanley,20
5,26,91,Toby,13
5,26,91,Oscar,12
5,26,91,Meredith,11
6,1,92,TOTAL,3623
6,1,92,Michael,1390
6,1,92,Andy,363
6,1,92,Dwight,353
6,1,92,Jim,352
6,1,92,Pam,272
6,1,92,Stanley,139
6,1,92,Oscar,123
6,1,92,Kevin,109
6,1,92,Creed,56
6,1,92,Phyllis,55
6,1,92,Kelly,45
6,1,92,Erin,41
6,1,92,Angela,36
6,1,92,Meredith,29
6,1,92,Toby,20
6,1,92,Ryan,3
6,2,93,TOTAL,3363
6,2,93,Michael,1159
6,2,93,David,487
6,2,93,Dwight,328
6,2,93,Toby,267
6,2,93,Pam,254
6,2,93,Andy,236
6,2,93,Jim,196
6,2,93,Darryl,151
6,2,93,Kelly,60
6,2,93,Oscar,44
6,2,93,Meredith,41
6,2,93,Creed,28
6,2,93,Ryan,25
6,2,93,David Wallace,18
6,2,93,Erin,17
6,2,93,Phyllis,9
6,2,93,Angela,8
6,2,93,Stanley,7
6,2,93,Kevin,5
6,3,94,TOTAL,3518
6,3,94,Michael,1094
6,3,94,Jim,1001
6,3,94,Dwight,427
6,3,94,Pam,164
6,3,94,Oscar,136
6,3,94,Phyllis,105
6,3,94,David Wallace,94
6,3,94,Kevin,93
6,3,94,Ryan,82
6,3,94,Kelly,79
6,3,94,Meredith,64
6,3,94,Andy,54
6,3,94,Angela,52
6,3,94,Erin,42
6,3,94,Stanley,23
6,3,94,Creed,8
6,4,95,TOTAL,6043
6,4,95,Michael,1747
6,4,95,Dwight,852
6,4,95,Jim,712
6,4,95,Pam,663
6,4,95,Andy,493
6,4,95,Kevin,301
6,4,95,Erin,114
6,4,95,Angela,90
6,4,95,Meredith,84
6,4,95,Oscar,71
6,4,95,Stanley,56
6,4,95,Pete,43
6,4,95,Phyllis,38
6,4,95,Toby,35
6,4,95,Ryan,31
6,4,95,Kelly,26
6,5,96,TOTAL,3439
6,5,96,Michael,1159
6,5,96,Andy,577
6,5,96,Dwight,493
6,5,96,Oscar,188
6,5,96,Kevin,169
6,5,96,Jim,83
6,5,96,Pam,71
6,5,96,Erin,62
6,5,96,Ryan,29
6,5,96,Toby,25
6,5,96,Meredith,23
6,5,96,Creed,7
6,5,96,Phyllis,5
6,6,97,TOTAL,3319
6,6,97,Michael,1009
6,6,97,Jim,581
6,6,97,Pam,545
6,6,97,Dwight,502
6,6,97,Toby,169
6,6,97,Andy,104
6,6,97,Kelly,98
6,6,97,Erin,85
6,6,97,Ryan,53
6,6,97,Oscar,48
6,6,97,Angela,41
6,6,97,Kevin,37
6,6,97,Meredith,22
6,6,97,Phyllis,12
6,6,97,Creed,4
6,6,97,Stanley,3
6,7,98,TOTAL,3377
6,7,98,Michael,1218
6,7,98,Andy,475
6,7,98,Jim,438
6,7,98,Pam,260
6,7,98,Erin,187
6,7,98,Dwight,151
6,7,98,Darryl,126
6,7,98,Phyllis,79
6,7,98,Meredith,75
6,7,98,Kevin,72
6,7,98,Oscar,67
6,7,98,Angela,43
6,7,98,Creed,26
6,7,98,Stanley,15
6,7,98,Kelly,10
6,7,98,Ryan,9
6,8,99,TOTAL,3584
6,8,99,Michael,1323
6,8,99,Dwight,551
6,8,99,Pam,505
6,8,99,Andy,293
6,8,99,Jim,156
6,8,99,Toby,77
6,8,99,Ryan,69
6,8,99,Kelly,43
6,8,99,Erin,29
6,8,99,Kevin,25
6,8,99,Meredith,20
6,8,99,Oscar,18
6,8,99,Angela,16
6,8,99,Creed,12
6,8,99,Phyllis,8
6,8,99,Stanley,5
6,9,100,TOTAL,3379
6,9,100,Michael,887
6,9,100,Jim,719
6,9,100,Dwight,486
6,9,100,Andy,270
6,9,100,Oscar,177
6,9,100,Pam,151
6,9,100,Erin,119
6,9,100,Kevin,110
6,9,100,David,95
6,9,100,Angela,61
6,9,100,Phyllis,52
6,9,100,Meredith,40
6,9,100,Kelly,35
6,9,100,Creed,34
6,9,100,Stanley,33
6,9,100,Ryan,19
6,10,101,TOTAL,3407
6,10,101,Michael,1277
6,10,101,Jim,533
6,10,101,Dwight,356
6,10,101,Andy,209
6,10,101,Oscar,208
6,10,101,Ryan,166
6,10,101,David,110
6,10,101,Pam,96
6,10,101,Phyllis,40
6,10,101,Kevin,38
6,10,101,Erin,22
6,10,101,Stanley,20
6,10,101,Creed,8
6,10,101,Meredith,8
6,11,102,TOTAL,3130
6,11,102,Michael,1058
6,11,102,Dwight,370
6,11,102,Jim,351
6,11,102,Andy,221
6,11,102,Erin,210
6,11,102,Pam,141
6,11,102,David,89
6,11,102,Ryan,43
6,11,102,Kevin,38
6,11,102,Angela,34
6,11,102,Phyllis,29
6,11,102,Stanley,19
6,11,102,Creed,10
6,11,102,Oscar,9
6,11,102,David Wallace,7
6,11,102,Kelly,6
6,12,103,TOTAL,3310
6,12,103,Michael,1356
6,12,103,Dwight,372
6,12,103,Jim,254
6,12,103,Phyllis,248
6,12,103,Pam,189
6,12,103,David,146
6,12,103,Andy,141
6,12,103,Erin,124
6,12,103,Kevin,114
6,12,103,Oscar,70
6,12,103,Toby,52
6,12,103,Ryan,36
6,12,103,Stanley,35
6,12,103,Meredith,30
6,12,103,Angela,25
6,12,103,Kelly,23
6,12,103,Creed,17
6,13,104,TOTAL,1264
6,13,104,Michael,628
6,13,104,Dwight,139
6,13,104,Toby,133
6,13,104,Pam,47
6,13,104,Andy,12
6,13,104,Ryan,11
6,13,104,Angela,6
6,13,104,Kevin,3
6,14,105,TOTAL,3261
6,14,105,Michael,1256
6,14,105,Jim,314
6,14,105,Gabe,304
6,14,105,David,303
6,14,105,Jo,178
6,14,105,Pam,177
6,14,105,Andy,102
6,14,105,Erin,81
6,14,105,Dwight,48
6,14,105,Oscar,38
6,14,105,Meredith,12
6,14,105,Kevin,11
6,14,105,Toby,11
6,14,105,Angela,10
6,14,105,Phyllis,10
6,14,105,Creed,6
6,14,105,Stanley,2
6,15,106,TOTAL,3458
6,15,106,Michael,864
6,15,106,Jo,524
6,15,106,Dwight,520
6,15,106,Erin,277
6,15,106,Andy,275
6,15,106,Jim,265
6,15,106,Kelly,176
6,15,106,Ryan,169
6,15,106,Pam,60
6,15,106,Meredith,58
6,15,106,Gabe,43
6,15,106,Phyllis,34
6,15,106,Oscar,30
6,15,106,Kevin,12
6,15,106,Angela,9
6,16,107,TOTAL,6406
6,16,107,Michael,1513
6,16,107,Jim,1182
6,16,107,Pam,1107
6,16,107,Dwight,667
6,16,107,Andy,506
6,16,107,Erin,272
6,16,107,Kevin,223
6,16,107,Clark,132
6,16,107,Angela,103
6,16,107,Kelly,62
6,16,107,Phyllis,51
6,16,107,Meredith,35
6,16,107,Ryan,32
6,16,107,Oscar,31
6,16,107,Stanley,23
6,16,107,Creed,3
6,16,107,Toby,3
6,17,108,TOTAL,3239
6,17,108,Michael,751
6,17,108,Jo,698
6,17,108,Dwight,392
6,17,108,Jim,328
6,17,108,Andy,225
6,17,108,Erin,194
6,17,108,Gabe,71
6,17,108,Todd Packer,59
6,17,108,Meredith,54
6,17,108,Kevin,43
6,17,108,Angela,38
6,17,108,Oscar,35
6,17,108,Kelly,28
6,17,108,Pam,25
6,17,108,Ryan,21
6,17,108,Phyllis,1
6,17,108,Stanley,1
6,18,109,TOTAL,3367
6,18,109,Michael,1289
6,18,109,Dwight,546
6,18,109,Jim,458
6,18,109,Phyllis,223
6,18,109,Andy,163
6,18,109,Erin,102
6,18,109,Kelly,90
6,18,109,Angela,89
6,18,109,Stanley,84
6,18,109,Gabe,75
6,18,109,Darryl,71
6,18,109,Kevin,61
6,18,109,Toby,31
6,18,109,Meredith,28
6,18,109,Pam,28
6,18,109,Ryan,18
6,18,109,Oscar,9
6,19,110,TOTAL,2962
6,19,110,Michael,715
6,19,110,Andy,383
6,19,110,Dwight,263
6,19,110,Jim,244
6,19,110,Pam,198
6,19,110,Darryl,148
6,19,110,Oscar,148
6,19,110,Angela,128
6,19,110,Erin,81
6,19,110,Phyllis,56
6,19,110,Kevin,51
6,19,110,Ryan,43
6,19,110,Kelly,31
6,19,110,Meredith,8
6,19,110,Creed,6
6,19,110,Stanley,2
6,20,111,TOTAL,3272
6,20,111,Michael,604
6,20,111,Erin,540
6,20,111,Andy,508
6,20,111,Gabe,416
6,20,111,Pam,266
6,20,111,Kevin,222
6,20,111,Dwight,214
6,20,111,Jim,107
6,20,111,Toby,55
6,20,111,Angela,52
6,20,111,Meredith,48
6,20,111,Oscar,37
6,20,111,Kelly,35
6,20,111,Darryl,31
6,20,111,Ryan,27
6,20,111,Phyllis,9
6,21,112,TOTAL,3550
6,21,112,Michael,980
6,21,112,Dwight,626
6,21,112,Kelly,313
6,21,112,Pam,288
6,21,112,Jim,230
6,21,112,Gabe,189
6,21,112,Oscar,136
6,21,112,Kevin,80
6,21,112,Erin,74
6,21,112,Andy,62
6,21,112,Darryl,50
6,21,112,Phyllis,49
6,21,112,Ryan,39
6,21,112,Stanley,24
6,21,112,Angela,23
6,21,112,Creed,15
6,22,113,TOTAL,3585
6,22,113,Michael,1016
6,22,113,Dwight,612
6,22,113,Pam,490
6,22,113,Andy,341
6,22,113,Darryl,301
6,22,113,Jim,150
6,22,113,Gabe,134
6,22,113,Creed,76
6,22,113,Ryan,65
6,22,113,Kelly,63
6,22,113,Stanley,29
6,22,113,Erin,18
6,22,113,Meredith,15
6,22,113,Oscar,6
6,23,114,TOTAL,3719
6,23,114,Michael,1325
6,23,114,Andy,470
6,23,114,Dwight,419
6,23,114,Pam,293
6,23,114,Angela,155
6,23,114,Jim,118
6,23,114,Erin,114
6,23,114,Gabe,114
6,23,114,Ryan,110
6,23,114,Darryl,79
6,23,114,Toby,70
6,23,114,Kelly,49
6,23,114,Creed,34
6,23,114,Meredith,33
6,23,114,Phyllis,31
6,23,114,Oscar,27
6,23,114,Stanley,24
6,23,114,Kevin,21
6,24,115,TOTAL,3462
6,24,115,Michael,1012
6,24,115,Jo,667
6,24,115,Dwight,312
6,24,115,Andy,212
6,24,115,Pam,199
6,24,115,Jim,90
6,24,115,Kelly,87
6,24,115,Ryan,84
6,24,115,Gabe,81
6,24,115,Darryl,64
6,24,115,Kevin,50
6,24,115,Angela,49
6,24,115,Phyllis,45
6,24,115,David Wallace,42
6,24,115,Toby,32
6,24,115,Erin,30
6,24,115,Creed,28
6,24,115,Oscar,20
6,24,115,Todd Packer,20
6,24,115,Stanley,10
7,1,116,TOTAL,3048
7,1,116,Michael,1044
7,1,116,Jim,264
7,1,116,Dwight,256
7,1,116,Pam,230
7,1,116,Andy,185
7,1,116,Gabe,131
7,1,116,Jo,121
7,1,116,Kelly,99
7,1,116,Phyllis,82
7,1,116,Oscar,81
7,1,116,Erin,80
7,1,116,Darryl,70
7,1,116,Creed,66
7,1,116,Kevin,41
7,1,116,Angela,40
7,1,116,Ryan,29
7,1,116,Stanley,23
7,1,116,Toby,22
7,1,116,Meredith,17
7,2,117,TOTAL,3070
7,2,117,Michael,659
7,2,117,Dwight,599
7,2,117,Pam,472
7,2,117,Toby,325
7,2,117,Jim,266
7,2,117,Andy,188
7,2,117,Gabe,185
7,2,117,Erin,62
7,2,117,Kelly,50
7,2,117,Darryl,33
7,2,117,Phyllis,29
7,2,117,Oscar,26
7,2,117,Ryan,24
7,2,117,Stanley,23
7,2,117,Angela,20
7,2,117,Creed,6
7,3,118,TOTAL,2574
7,3,118,Andy,590
7,3,118,Michael,534
7,3,118,Erin,297
7,3,118,Angela,194
7,3,118,Pam,193
7,3,118,Dwight,192
7,3,118,Jim,153
7,3,118,Darryl,90
7,3,118,Creed,35
7,3,118,Phyllis,20
7,3,118,Meredith,16
7,3,118,Kelly,15
7,3,118,Stanley,15
7,3,118,Oscar,6
7,4,119,TOTAL,3455
7,4,119,Michael,1000
7,4,119,Dwight,534
7,4,119,Andy,523
7,4,119,Jan,274
7,4,119,Holly,150
7,4,119,Darryl,114
7,4,119,Pam,94
7,4,119,Gabe,80
7,4,119,Meredith,66
7,4,119,Oscar,56
7,4,119,Kevin,51
7,4,119,Phyllis,45
7,4,119,Kelly,33
7,4,119,Angela,29
7,4,119,Stanley,23
7,4,119,Jim,19
7,4,119,Erin,12
7,4,119,Creed,7
7,4,119,Ryan,4
7,5,120,TOTAL,3593
7,5,120,Michael,1166
7,5,120,Dwight,515
7,5,120,Andy,404
7,5,120,Jim,379
7,5,120,Meredith,146
7,5,120,Darryl,139
7,5,120,Pam,90
7,5,120,Oscar,89
7,5,120,Kevin,81
7,5,120,Phyllis,45
7,5,120,Ryan,32
7,5,120,Stanley,24
7,5,120,Kelly,20
7,5,120,Erin,11
7,5,120,Creed,9
7,5,120,Angela,6
7,6,121,TOTAL,3456
7,6,121,Michael,892
7,6,121,Jim,366
7,6,121,Pam,326
7,6,121,Andy,242
7,6,121,Dwight,240
7,6,121,Gabe,211
7,6,121,Kevin,202
7,6,121,Darryl,186
7,6,121,Oscar,127
7,6,121,Angela,92
7,6,121,Stanley,63
7,6,121,Kelly,60
7,6,121,Erin,54
7,6,121,Ryan,52
7,6,121,Creed,39
7,6,121,Todd Packer,35
7,6,121,Phyllis,16
7,6,121,Toby,14
7,6,121,Meredith,7
7,7,122,TOTAL,3499
7,7,122,Michael,998
7,7,122,Pam,388
7,7,122,Jim,352
7,7,122,Dwight,287
7,7,122,Andy,278
7,7,122,Angela,104
7,7,122,Erin,92
7,7,122,Toby,68
7,7,122,Ryan,63
7,7,122,Kevin,54
7,7,122,Phyllis,40
7,7,122,Stanley,37
7,7,122,Oscar,27
7,7,122,Gabe,22
7,7,122,Darryl,17
7,7,122,Kelly,16
7,8,123,TOTAL,3276
7,8,123,Michael,844
7,8,123,Erin,383
7,8,123,Dwight,374
7,8,123,Andy,310
7,8,123,Pam,300
7,8,123,Gabe,202
7,8,123,Kelly,170
7,8,123,Jim,161
7,8,123,Phyllis,106
7,8,123,Kevin,78
7,8,123,Angela,74
7,8,123,Ryan,67
7,8,123,Oscar,64
7,8,123,Creed,28
7,8,123,Stanley,1
7,9,124,TOTAL,3593
7,9,124,Michael,733
7,9,124,Ryan,601
7,9,124,Dwight,498
7,9,124,Jim,294
7,9,124,Pam,260
7,9,124,Jo,190
7,9,124,Gabe,140
7,9,124,Angela,138
7,9,124,Kelly,86
7,9,124,Kevin,78
7,9,124,Andy,77
7,9,124,Stanley,75
7,9,124,Creed,53
7,9,124,Oscar,44
7,9,124,Erin,39
7,9,124,Phyllis,10
7,10,125,TOTAL,3384
7,10,125,Dwight,766
7,10,125,Michael,747
7,10,125,Pam,471
7,10,125,Jim,268
7,10,125,Oscar,254
7,10,125,Andy,191
7,10,125,Darryl,130
7,10,125,Erin,102
7,10,125,Kelly,65
7,10,125,Stanley,55
7,10,125,Kevin,53
7,10,125,Ryan,48
7,10,125,Angela,37
7,10,125,Phyllis,30
7,10,125,Creed,13
7,10,125,Meredith,10
7,10,125,Gabe,8
7,11,126,TOTAL,6446
7,11,126,Michael,1875
7,11,126,Pam,803
7,11,126,Holly,487
7,11,126,Dwight,469
7,11,126,Jim,433
7,11,126,Darryl,313
7,11,126,Andy,309
7,11,126,Toby,254
7,11,126,Angela,231
7,11,126,Kelly,168
7,11,126,Kevin,166
7,11,126,Ryan,132
7,11,126,Erin,131
7,11,126,Phyllis,91
7,11,126,Stanley,78
7,11,126,Oscar,72
7,11,126,Meredith,70
7,11,126,Gabe,68
7,11,126,Creed,24
7,11,126,Robert,23
7,12,127,TOTAL,3126
7,12,127,Michael,925
7,12,127,Dwight,385
7,12,127,Pam,324
7,12,127,Holly,251
7,12,127,Darryl,220
7,12,127,Andy,214
7,12,127,Kevin,166
7,12,127,Erin,140
7,12,127,Creed,85
7,12,127,Phyllis,78
7,12,127,Ryan,49
7,12,127,Kelly,48
7,12,127,Jim,44
7,12,127,Oscar,24
7,12,127,Angela,14
7,12,127,Meredith,13
7,12,127,Gabe,2
7,13,128,TOTAL,3012
7,13,128,Andy,803
7,13,128,Michael,516
7,13,128,Jim,204
7,13,128,Erin,163
7,13,128,Kevin,152
7,13,128,Pam,148
7,13,128,Gabe,135
7,13,128,Kelly,130
7,13,128,Dwight,125
7,13,128,Oscar,114
7,13,128,David,96
7,13,128,Holly,78
7,13,128,Creed,50
7,13,128,Ryan,44
7,13,128,Darryl,31
7,13,128,Phyllis,10
7,13,128,Stanley,3
7,14,129,TOTAL,3079
7,14,129,Michael,689
7,14,129,Gabe,391
7,14,129,Dwight,331
7,14,129,Jim,310
7,14,129,Pam,249
7,14,129,Holly,222
7,14,129,Erin,138
7,14,129,Kelly,122
7,14,129,Darryl,100
7,14,129,Ryan,84
7,14,129,Oscar,76
7,14,129,Phyllis,50
7,14,129,Andy,49
7,14,129,Kevin,26
7,14,129,Angela,15
7,14,129,Stanley,14
7,14,129,Meredith,7
7,15,130,TOTAL,3080
7,15,130,Michael,795
7,15,130,Gabe,348
7,15,130,Holly,303
7,15,130,Andy,251
7,15,130,Erin,240
7,15,130,Dwight,228
7,15,130,Pam,206
7,15,130,Jim,139
7,15,130,Darryl,131
7,15,130,Kevin,89
7,15,130,Oscar,88
7,15,130,Ryan,83
7,15,130,Angela,53
